316,49,1,2048,
316,49,1,2048,
316,49,1,2048,
316,49,1,2048,
316,49,0,2048,
316,49,0,2048,
316,49,1,2048,
316,49,1,2048,
316,49,1,2048,
316,49,1,2048,
316,49,0,2048,
316,49,0,2048,
316,49,1,2048,
316,49,1,2048,
316,49,1,2048,
316,49,1,2048,
316,49,1,2048,
316,49,1,2048,
316,49,1,2048,
316,49,1,2048,
316,49,0,2048,
316,49,1,2048,
316,49,1,2048,
316,49,1,2048,
316,49,0,2048,
316,49,1,2048,
316,49,1,2048,
316,49,1,2048,
316,49,1,2048,
316,49,1,2048,
467,47,1,2048,
467,47,2,2048,
467,47,3,2048,
467,47,1,2048,
467,47,1,2048,
467,47,0,2048,
467,47,1,2048,
467,47,1,2048,
467,47,1,2048,
467,47,0,2048,
467,47,1,2048,
467,47,1,2048,
467,47,1,2048,
467,47,1,2048,
467,47,0,2048,
467,47,1,2048,
467,47,1,2048,
467,47,1,2048,
467,47,1,2048,
467,47,1,2048,
467,47,0,2048,
467,47,1,2048,
467,47,1,2048,
467,47,1,2048,
467,47,1,2048,
467,47,0,2048,
467,47,0,2048,
467,47,1,2048,
467,47,1,2048,
467,47,1,2048,
1102,50,3,3072,
1102,50,3,3072,
1102,50,3,3072,
1102,50,2,3072,
1102,50,2,3072,
1102,50,3,3072,
1102,50,3,3072,
1102,50,3,3072,
1102,50,4,3072,
1102,50,4,3072,
1102,50,3,3072,
1102,50,4,3072,
1102,50,2,3072,
1102,50,3,3072,
1102,50,2,3072,
1102,50,3,3072,
1102,50,5,3072,
1102,50,4,3072,
1102,50,3,3072,
1102,50,4,3072,
1102,50,4,3072,
1102,50,4,3072,
1102,50,3,3072,
1102,50,3,3072,
1102,50,3,3072,
1102,50,3,3072,
1102,50,3,3072,
1102,50,4,3072,
1102,50,3,3072,
1102,50,4,3072,
1244,50,5,3072,
1244,50,4,3072,
1244,50,4,3072,
1244,50,5,3072,
1244,50,5,3072,
1244,50,3,3072,
1244,50,5,3072,
1244,50,5,3072,
1244,50,5,3072,
1244,50,4,3072,
1244,50,4,3072,
1244,50,5,3072,
1244,50,4,3072,
1244,50,5,3072,
1244,50,5,3072,
1244,50,5,3072,
1244,50,4,3072,
1244,50,4,3072,
1244,50,4,3072,
1244,50,5,4096,
1244,50,5,4096,
1244,50,4,4096,
1244,50,4,4096,
1244,50,4,4096,
1244,50,5,4096,
1244,50,3,4096,
1244,50,4,4096,
1244,50,5,4096,
1244,50,5,4096,
1244,50,4,4096,
1661,50,6,4096,
1661,50,4,4096,
1661,50,4,4096,
1661,50,4,4096,
1661,50,6,4096,
1661,50,5,4096,
1661,50,5,4096,
1661,50,5,4096,
1661,50,4,4096,
1661,50,5,4096,
1661,50,5,4096,
1661,50,4,4096,
1661,50,4,4096,
1661,50,5,4096,
1661,50,4,4096,
1661,50,6,4096,
1661,50,4,4096,
1661,50,4,4096,
1661,50,5,4096,
1661,50,4,4096,
1661,50,4,4096,
1661,50,5,4096,
1661,50,5,4096,
1661,50,5,4096,
1661,50,5,4096,
1661,50,5,4096,
1661,50,4,4096,
1661,50,4,4096,
1661,50,4,4096,
1661,50,4,4096,
3061,50,6,15360,
3061,50,7,15360,
3061,50,8,15360,
3061,50,7,15360,
3061,50,8,15360,
3061,50,8,15360,
3061,50,7,15360,
3061,50,9,15360,
3061,50,7,15360,
3061,50,7,15360,
3061,50,8,15360,
3061,50,7,15360,
3061,50,7,15360,
3061,50,7,15360,
3061,50,7,15360,
3061,50,8,15360,
3061,50,8,15360,
3061,50,7,15360,
3061,50,9,15360,
3061,50,7,14336,
3061,50,8,15360,
3061,50,7,15360,
3061,50,7,15360,
3061,50,9,14336,
3061,50,8,15360,
3061,50,7,15360,
3061,50,7,15360,
3061,50,8,14336,
3061,50,8,15360,
3061,50,8,15360,
4074,50,9,26624,
4074,50,10,26624,
4074,50,13,27648,
4074,50,11,26624,
4074,50,12,27648,
4074,50,11,26624,
4074,50,11,26624,
4074,50,14,26624,
4074,50,10,27648,
4074,50,10,26624,
4074,50,13,27648,
4074,50,10,26624,
4074,50,12,27648,
4074,50,14,26624,
4074,50,13,27648,
4074,50,10,26624,
4074,50,12,27648,
4074,50,11,26624,
4074,50,11,27648,
4074,50,10,26624,
4074,50,10,26624,
4074,50,11,26624,
4074,50,14,27648,
4074,50,10,26624,
4074,50,11,26624,
4074,50,10,26624,
4074,50,11,26624,
4074,50,11,26624,
4074,50,10,27648,
4074,50,10,26624,
4820,50,25,26314,
4820,50,26,22225,
4820,50,29,21204,
4820,50,29,21195,
4820,50,25,21212,
4820,50,29,24258,
4820,50,28,21213,
4820,50,26,22235,
4820,50,29,21144,
4820,50,28,21213,
4820,50,28,21207,
4820,50,29,21161,
4820,50,27,21212,
4820,50,28,21275,
4820,50,25,21180,
4820,50,25,21139,
4820,50,27,22236,
4820,50,29,21206,
4820,50,28,22231,
4820,50,25,21207,
4820,50,26,21220,
4820,50,28,21204,
4820,50,29,21208,
4820,50,28,21204,
4820,50,28,21206,
4820,50,30,21194,
4820,50,29,21203,
4820,50,30,21264,
4820,50,29,21213,
4820,50,29,21208,
4916,50,44,144028,
4916,50,45,143856,
4916,50,43,142827,
4916,50,43,143989,
4916,50,43,142983,
4916,50,45,142822,
4916,50,44,144136,
4916,50,43,144013,
4916,50,43,142822,
4916,50,44,142819,
4916,50,43,142966,
4916,50,43,143843,
4916,50,44,144058,
4916,50,44,142843,
4916,50,44,144028,
4916,50,43,142818,
4916,50,43,143842,
4916,50,43,143868,
4916,50,44,143852,
4916,50,53,142810,
4916,50,47,142822,
4916,50,44,142819,
4916,50,44,143851,
4916,50,44,144022,
4916,50,48,142815,
4916,50,44,142969,
4916,50,48,142806,
4916,50,49,143827,
4916,50,43,144082,
4916,50,44,142822,
651,100,1,2048,
651,100,1,2048,
651,100,2,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,2,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,2,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,2,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,1,2048,
651,100,2,2048,
969,95,2,2048,
969,95,3,2048,
969,95,1,2048,
969,95,2,2048,
969,95,2,2048,
969,95,1,2048,
969,95,2,2048,
969,95,2,2048,
969,95,2,2048,
969,95,2,2048,
969,95,2,2048,
969,95,2,2048,
969,95,1,2048,
969,95,2,2048,
969,95,2,2048,
