311.0,45.0,48.5,2048,
467.0,47.0,50.83,2048,
1083.0,49.0,66.43,3072,
1244.0,50.0,71.1,4096,
1661.0,50.0,79.1,4096,
3061.0,50.0,117.93,14336,
4074.0,50.0,143.83,3035.53,
4820.0,50.0,292.73,94362.5,
4916.0,50.0,435.57,53498.83,
621.0,76.0,47.1,2048,
969.0,95.0,52.37,2048,
1859.0,100.0,68.17,3072,
2330.0,100.0,71.93,4096,
2614.0,100.0,78.17,4096,
4493.0,100.0,122.13,14336,
6104.0,100.0,151.43,3001.03,
8826.0,100.0,285.87,94657.57,
9546.0,100.0,425.83,53873.1,
1092.0,484.0,47.27,2048,
1618.0,495.0,50.57,2048,
4370.0,496.0,66.63,3072,
5234.0,499.0,74.73,4096,
6026.0,499.0,82.37,4096,
12051.0,500.0,122.1,14336,
15793.0,500.0,152.77,3070.07,
29917.0,500.0,285.43,94991.03,
37129.0,500.0,432.3,53430.1,
1742.0,998.0,48.13,2048,
2623.0,990.0,50.87,2048,
5887.0,998.0,67,3072,
7211.0,1000.0,74.37,4096,
8175.0,1000.0,79.2,4096,
16259.0,1000.0,123.3,14336,
22977.0,1000.0,155.57,3071,
45973.0,1000.0,313,94716.33,
60197.0,1000.0,497.37,53781.23,
2367.0,2497.0,50.63,2048,
5090.0,4993.0,54.47,2048,
12745.0,4999.0,78.4,3072,
15357.0,5000.0,73.93,4096,
17903.0,5000.0,84.1,4096,
38641.0,5000.0,139.7,14336,
55162.0,5000.0,155.43,3002.47,
118033.0,5000.0,317.67,94581.8,
160200.0,5000.0,463.7,54428.27,
2597.0,2570.0,49.4,2048,
4986.0,5382.0,53.27,2048,
18149.0,10000.0,69.93,3072,
22588.0,10000.0,77.8,4096,
25900.0,10000.0,86.3,5120,
57029.0,10000.0,134.13,14609.07,
81193.0,10000.0,168.6,3001.5,
171520.0,10000.0,333.17,94650.4,
238999.0,10000.0,483.9,53691.5,
2377.0,2267.0,49.37,2048,
4976.0,5138.0,53.87,2048,
24587.0,24612.0,73.77,3072,
36999.0,36423.0,81.33,4096,
49292.0,49082.0,88.27,5120,
129490.0,50000.0,159.07,14677.33,
185156.0,50000.0,176,3070.07,
401745.0,50000.0,391.87,94742,
557726.0,50000.0,702.27,54733.17,
2703.0,2632.0,56.47,2048,
5050.0,5278.0,75,2048,
25046.0,25052.0,87.63,3072,
37069.0,37922.0,91.23,4096,
49288.0,50272.0,106.87,5120,
178208.0,100000.0,163.7,14950.4,
255192.0,100000.0,192.8,3069.93,
568294.0,100000.0,460.77,94915.83,
794360.0,100000.0,956.33,54549.57,
