314.3666666666667,44.766666666666666,1541.1,97541.87,4400,
467.0,47.0,1921.13,17588.13,4000,
1004.9,49.93333333333333,9290,104293.8,7400,
1110.5,49.96666666666667,14746.2,110885.8,8466.67,
1434.4,50.0,22522.83,150917.13,10200,
2056.6,50.0,162190.9,595865.43,17000,
2819.2,50.0,479706.23,861887.93,25698.2,
1820.3333333333333,49.63333333333333,600077,602892.1,6828.43,
1513.6333333333334,49.46666666666667,600070.97,218448.07,3380.73,
633.3666666666667,95.8,1414.7,129589.6,4400,
969.0,95.0,1707.03,60323.43,4000,
1761.0333333333333,99.83333333333333,9929,113214.73,8666.67,
2174.133333333333,99.9,20306.13,136355.3,13000,
2400.3333333333335,100.0,29939.63,126497.07,14533.33,
3328.7,100.0,241149.57,467875.9,25800,
4151.333333333333,99.9,513205.23,822985,28415.43,
2648.0666666666666,99.33333333333333,600061.9,1001288.17,6811.23,
2229.1,99.2,600098.47,244497.87,3417.27,
1017.1333333333333,495.6333333333333,2206.27,64205.67,7266.67,
1501.6,497.56666666666666,3301.57,97050.67,8333.33,
4372.633333333333,499.1333333333333,4996.97,138250.27,4400,
5080.266666666666,499.8666666666667,15322.17,130850.07,9666.67,
5756.8,499.76666666666665,30971.43,146063.37,15200,
9901.566666666668,500.0,422700.47,520591.53,43294.67,
10566.666666666666,498.46666666666664,600015.33,798028.97,31001.3,
6953.5,498.46666666666664,600056,625834.93,6459.6,
6145.033333333334,498.3333333333333,600136.03,400678.23,3344.6,
1694.0333333333333,996.4666666666667,3030.73,70833.87,9600,
2513.4666666666667,998.2666666666667,4403.1,78930.03,10800,
5675.133333333333,999.3666666666667,12987.7,115977.53,11333.33,
7152.433333333333,999.5666666666667,8526.27,84548.03,5266.67,
8059.766666666666,999.4333333333333,10083.43,120578.2,4733.33,
14030.6,999.4666666666667,576880.97,729238.7,55370.4,
11487.266666666666,998.5333333333333,520949.4,574280.13,29242.53,
11257.5,998.6,600044.23,658073.43,9572.77,
10537.333333333334,998.4666666666667,600096.53,2128280.77,4615.2,
2367.0,2497.0,3700.63,81593.4,9533.33,
5063.166666666667,4995.233333333334,6870.97,79629.63,12933.33,
12415.066666666668,4998.033333333334,35808.33,79195.67,27933.33,
14891.933333333332,4999.666666666667,62321.37,95353.83,36533.33,
17395.866666666665,4999.266666666666,71758.03,150180.73,33066.67,
35776.96666666667,4999.4,582529.27,744654.3,57389.3,
39041.03333333333,4997.966666666666,600021.2,865900.13,28391.93,
35021.7,4996.733333333334,600076.7,1224830.67,6638.63,
34197.13333333333,4997.0,600123.8,2346238.73,4003.77,
2597.0,2570.0,2354.3,108161.33,8533.33,
4986.0,5382.0,4527.97,81056.17,11600,
17853.233333333334,9997.866666666667,32798.67,74124.43,33733.33,
22107.5,9998.666666666666,53861.9,107260.67,41866.67,
25368.8,9998.766666666666,81792.83,121501.6,52400,
56737.1,9999.566666666668,41795.63,543233,5400,
69437.03333333334,9998.033333333333,600021.67,631552.23,36712.9,
65458.566666666666,9996.366666666667,600080.57,1108613.67,6604.97,
64771.2,9996.433333333332,600129.57,2269690.73,3608.23,
2463.633333333333,2362.7,3504.97,85503.8,9866.67,
5629.033333333334,5778.166666666667,8030.73,47964.13,14266.67,
25000.6,25005.6,52365.53,405720.3,35600,
37408.333333333336,36836.833333333336,100743.43,688407.5,47000,
49291.4,49065.3,154983.6,1107180.37,57800,
111881.73333333334,50324.73333333333,600024.8,871123.4,45654.17,
153914.13333333333,49988.86666666667,600036.3,776131.03,36256.33,
320275.06666666665,49997.433333333334,595260.43,2014913.63,5325.07,
303452.8,49996.63333333333,600171.93,2209774.4,2904.33,
2703.0,2632.0,2266.8,94270.13,8600,
5050.0,5278.0,4500.7,89715.6,12200,
25045.233333333334,25044.133333333335,31548,76114.77,28466.67,
37068.73333333333,37910.26666666667,61060.33,94412.17,38466.67,
49287.3,50256.3,100088.37,115806.2,48133.33,
144381.06666666668,99966.16666666667,600030.4,384185.53,52334.4,
167559.9,79437.7,600047.9,726469.13,20115.27,
556259.1333333333,99992.76666666666,600194.57,676194.1,3327.33,
593740.1666666666,99995.6,600235.73,2109715.53,2331.07,
